OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010703_0000,2001-07-03,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734337,,,as N,Nitrogen,Total,199,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010718_0000,2001-07-18,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734359,,,,Phosphorus,Total,90,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010718_0000,2001-07-18,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734363,,,as N,Nitrogen,Total,140,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010731_0000,2001-07-31,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734379,,,,Phosphorus,Total,98,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010731_0000,2001-07-31,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734383,,,as N,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010815_0000,2001-08-15,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734405,,,,Phosphorus,Total,89,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010815_0000,2001-08-15,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734409,,,as N,Nitrogen,Total,103,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010830_0000,2001-08-30,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734425,,,,Phosphorus,Total,92,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010830_0000,2001-08-30,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734429,,,as N,Nitrogen,Total,108,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010918_0000,2001-09-18,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734450,,,,Phosphorus,Total,82,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010918_0000,2001-09-18,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734454,,,as N,Nitrogen,Total,166,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010927_0000,2001-09-27,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734476,,,,Phosphorus,Total,83,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20010927_0000,2001-09-27,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734480,,,as N,Nitrogen,Total,146,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20011018_0000,2001-10-18,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734496,,,,Phosphorus,Total,74,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20011018_0000,2001-10-18,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734500,,,as N,Nitrogen,Total,118,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20011031_0000,2001-10-31,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734527,,,,Phosphorus,Total,72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20011031_0000,2001-10-31,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734531,,,as N,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20011119_0000,2001-11-19,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734547,,,,Phosphorus,Total,72,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20011119_0000,2001-11-19,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734551,,,as N,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020116_0000,2002-01-16,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734573,,,,Phosphorus,Total,100,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020116_0000,2002-01-16,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734577,,,as N,Nitrogen,Total,574,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020128_0000,2002-01-28,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734593,,,,Phosphorus,Total,98,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020128_0000,2002-01-28,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734597,,,as N,Nitrogen,Total,574,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020211_0000,2002-02-11,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734603,,,,Phosphorus,Total,100,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020211_0000,2002-02-11,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734607,,,as N,Nitrogen,Total,673,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020227_0000,2002-02-27,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734644,,,,Phosphorus,Total,105,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020227_0000,2002-02-27,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734648,,,as N,Nitrogen,Total,499,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020319_0000,2002-03-19,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734674,,,,Phosphorus,Total,79,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020319_0000,2002-03-19,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734678,,,as N,Nitrogen,Total,395,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020402_0000,2002-04-02,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734690,,,,Phosphorus,Total,84,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020402_0000,2002-04-02,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579734694,,,as N,Nitrogen,Total,513,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020417_0000,2002-04-17,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734720,,,,Phosphorus,Total,88,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020417_0000,2002-04-17,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734724,,,as N,Nitrogen,Total,526,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020501_0000,2002-05-01,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734746,,,,Phosphorus,Total,69,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020501_0000,2002-05-01,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734750,,,as N,Nitrogen,Total,485,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020529_0000,2002-05-29,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734771,,,,Phosphorus,Total,76,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020529_0000,2002-05-29,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734775,,,as N,Nitrogen,Total,268,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020619_0000,2002-06-19,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734797,,,,Phosphorus,Total,85,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020619_0000,2002-06-19,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734801,,,as N,Nitrogen,Total,193,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020702_0000,2002-07-02,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734822,,,,Phosphorus,Total,92,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020702_0000,2002-07-02,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734826,,,as N,Nitrogen,Total,137,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020717_0000,2002-07-17,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734853,,,,Phosphorus,Total,93,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020717_0000,2002-07-17,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734857,,,as N,Nitrogen,Total,197,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020731_0000,2002-07-31,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734878,,,,Phosphorus,Total,98,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020731_0000,2002-07-31,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734882,,,as N,Nitrogen,Total,167,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020820_0000,2002-08-20,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734905,,,,Phosphorus,Total,94,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020820_0000,2002-08-20,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734909,,,as N,Nitrogen,Total,108,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020904_0000,2002-09-04,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734930,,,,Phosphorus,Total,93,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020904_0000,2002-09-04,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734934,,,as N,Nitrogen,Total,150,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020918_0000,2002-09-18,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734989,,,,Phosphorus,Total,88,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20020918_0000,2002-09-18,00:00:00,PDT,KLAMATHTRIBES_WQX-WR6000,STORET-579734993,,,as N,Nitrogen,Total,151,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20021031_0000,2002-10-31,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735026,,,,Phosphorus,Total,80,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20021031_0000,2002-10-31,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735030,,,as N,Nitrogen,Total,50,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20021119_0000,2002-11-19,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735041,,,,Phosphorus,Total,82,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20021119_0000,2002-11-19,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735045,,,as N,Nitrogen,Total,110,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20030106_0000,2003-01-06,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735098,,,,Phosphorus,Total,87,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20030106_0000,2003-01-06,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735102,,,as N,Nitrogen,Total,276,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20030121_0000,2003-01-21,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735128,,,,Phosphorus,Total,92,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20030121_0000,2003-01-21,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735132,,,as N,Nitrogen,Total,530,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20030203_0000,2003-02-03,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735160,,,,Phosphorus,Total,85,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20030203_0000,2003-02-03,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735164,,,as N,Nitrogen,Total,664,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20030218_0000,2003-02-18,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735204,,,,Phosphorus,Total,78,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_TRIB_INAD_17_0_20030218_0000,2003-02-18,00:00:00,PST,KLAMATHTRIBES_WQX-WR6000,STORET-579735208,,,as N,Nitrogen,Total,595,ug/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET
